hwt10
Partitioned - Decimal
  1155: 2021000011 44473
  1156: 0211000112 16052
  1157: 0212000112 16781
  1158: 2022000011 45202
  1159: 0221000112 18239
  1160: 0222000112 18968
  1161: 1210000001 34993
  1162: 2100100011 46174
  1163: 2100200011 46417
  1164: 2101000011 46660
  1165: 1011000112 22613
  1166: 1012000112 23342
  1167: 2102000011 47389
  1168: 1021000112 24800
  1169: 1022000112 25529
  1170: 2110000011 48118
  1171: 1101000112 26987
  1172: 1102000112 27716
  1173: 1110000112 28445
  1174: 1110001121 28474
  1175: 1120001121 30661
  1176: 1120000112 30632
  1177: 1210001121 35035
  1178: 1220001121 37222
  1179: 2120000011 50305
  1180: 1201000112 33548
  1181: 1202000112 34277
  1182: 1210000112 35006
  1183: 2110001121 48157
  1184: 2120001121 50344
  1185: 1220000112 37193
  1186: 2210001121 54718
  1187: 2220001121 56905
  1188: 1220000001 37180
  1189: 2200100011 52735
  1190: 2200200011 52978
  1191: 2201000011 53221
  1192: 2011000112 42296
  1193: 2012000112 43025
  1194: 2202000011 53950
  1195: 2021000112 44483
  1196: 2022000112 45212
  1197: 2210000011 54679
  1198: 2101000112 46670
  1199: 2102000112 47399
  1200: 2110000112 48128
  1201: 1110001122 28475
  1202: 1120001122 30662
  1203: 2120000112 50315
  1204: 1210001122 35036
  1205: 1220001122 37223
  1206: 2220000011 56866
  1207: 2201000112 53231
  1208: 2202000112 53960
  1209: 2210000112 54689
  1210: 2110001122 48158
  1211: 2120001122 50345
  1212: 2220000112 56876
  1213: 2210001122 54719
  1214: 2220001122 56906
  1215: 0120000000 10935
  1216: 1200001000 32832
  1217: 1200002000 32859
  1218: 1200010000 32886
  1219: 2000110001 39691
  1220: 2000120001 39772
  1221: 1200020000 32967
  1222: 2000210001 39934
  1223: 2000220001 40015
  1224: 1200100000 33048
  1225: 2001010001 40177
  1226: 2001020001 40258
  1227: 2001100001 40339
  1228: 0011100012 3164
  1229: 0011200012 3407
  1230: 2001200001 40582
  1231: 0012100012 3893
  1232: 0012200012 4136
  1233: 1200200000 33291
  1234: 2002010001 40906
  1235: 2002020001 40987
  1236: 2002100001 41068
  1237: 0021100012 5351
  1238: 0021200012 5594
  1239: 2002200001 41311
  1240: 0022100012 6080
  1241: 0022200012 6323
  1242: 1201000000 33534
  1243: 2010010001 41635
  1244: 2010020001 41716
  1245: 2010100001 41797
  1246: 0101100012 7538
  1247: 0101200012 7781
  1248: 2010200001 42040
  1249: 0102100012 8267
  1250: 0102200012 8510
  1251: 2011000001 42283
  1252: 0110100012 8996
  1253: 0110200012 9239
  1254: 0111000012 9482
  1255: 1111000120 29175
  1256: 1112000120 29904
  1257: 0112000012 10211
  1258: 1121000120 31362
  1259: 1122000120 32091
  1260: 2012000001 43012
  1261: 0120100012 11183
  1262: 0120200012 11426
  1263: 0121000012 11669
  1264: 1211000120 35736
  1265: 1212000120 36465
  1266: 0122000012 12398
  1267: 1221000120 37923
  1268: 1222000120 38652
  1269: 1202000000 34263
  1270: 2020010001 43822
  1271: 2020020001 43903
  1272: 2020100001 43984
  1273: 0201100012 14099
  1274: 0201200012 14342
  1275: 2020200001 44227
  1276: 0202100012 14828
  1277: 0202200012 15071
  1278: 2021000001 44470
  1279: 0210100012 15557
  1280: 0210200012 15800
  1281: 0211000012 16043
  1282: 2111000120 48858
  1283: 2112000120 49587
  1284: 0212000012 16772
  1285: 2121000120 51045
  1286: 2122000120 51774
  1287: 2022000001 45199
  1288: 0220100012 17744
  1289: 0220200012 17987
  1290: 0221000012 18230
  1291: 2211000120 55419
  1292: 2212000120 56148
  1293: 0222000012 18959
  1294: 2221000120 57606
  1295: 2222000120 58335
  1296: 1210000000 34992
  1297: 2100010001 46009
  1298: 2100020001 46090
  1299: 2100100001 46171
  1300: 1001100012 20660
  1301: 1001200012 20903
  1302: 2100200001 46414
  1303: 1002100012 21389
  1304: 1002200012 21632
  1305: 2101000001 46657
  1306: 1010100012 22118
  1307: 1010200012 22361
  1308: 1011000012 22604
  1309: 0111000121 9493
  1310: 0112000121 10222
  1311: 1012000012 23333
  1312: 0121000121 11680
  1313: 0122000121 12409
  1314: 2102000001 47386
  1315: 1020100012 24305
  1316: 1020200012 24548
  1317: 1021000012 24791
  1318: 0211000121 16054
  1319: 0212000121 16783
  1320: 1022000012 25520
  1321: 0221000121 18241
  1322: 0222000121 18970
  1323: 2110000001 48115
  1324: 1100100012 26492
  1325: 1100200012 26735
  1326: 1101000012 26978
  1327: 1011000121 22615
  1328: 1012000121 23344
  1329: 1102000012 27707
  1330: 1021000121 24802
  1331: 1022000121 25531
  1332: 1110000012 28436
  1333: 1101000121 26989
  1334: 1102000121 27718
  1335: 1110000121 28447
  1336: 1110001211 28480
  1337: 1120001211 30667
  1338: 1120000121 30634
  1339: 1210001211 35041
  1340: 1220001211 37228
  1341: 1120000012 30623
  1342: 1201000121 33550
  1343: 1202000121 34279
  1344: 1210000121 35008
  1345: 2110001211 48163
  1346: 2120001211 50350
  1347: 1220000121 37195
  1348: 2210001211 54724
  1349: 2220001211 56911
  1350: 2120000001 50302
  1351: 1200100012 33053
  1352: 1200200012 33296
  1353: 1201000012 33539
  1354: 2011000121 42298
  1355: 2012000121 43027
  1356: 1202000012 34268
  1357: 2021000121 44485
  1358: 2022000121 45214
  1359: 1210000012 34997
  1360: 2101000121 46672
  1361: 2102000121 47401
  1362: 2110000121 48130
  1363: 1110001212 28481
  1364: 1120001212 30668
  1365: 2120000121 50317
  1366: 1210001212 35042
  1367: 1220001212 37229
  1368: 1220000012 37184
  1369: 2201000121 53233
  1370: 2202000121 53962
  1371: 2210000121 54691
  1372: 2110001212 48164
  1373: 2120001212 50351
  1374: 2220000121 56878
  1375: 2210001212 54725
  1376: 2220001212 56912
  1377: 1220000000 37179
  1378: 2200010001 52570
  1379: 2200020001 52651
  1380: 2200100001 52732
  1381: 2001100012 40343
  1382: 2001200012 40586
  1383: 2200200001 52975
  1384: 2002100012 41072
  1385: 2002200012 41315
  1386: 2201000001 53218
  1387: 2010100012 41801
  1388: 2010200012 42044
  1389: 2011000012 42287
  1390: 0111000122 9494
  1391: 0112000122 10223
  1392: 2012000012 43016
  1393: 0121000122 11681
  1394: 0122000122 12410
  1395: 2202000001 53947
  1396: 2020100012 43988
  1397: 2020200012 44231
  1398: 2021000012 44474
  1399: 0211000122 16055
  1400: 0212000122 16784
  1401: 2022000012 45203
  1402: 0221000122 18242
  1403: 0222000122 18971
  1404: 2210000001 54676
  1405: 2100100012 46175
  1406: 2100200012 46418
  1407: 2101000012 46661
  1408: 1011000122 22616
  1409: 1012000122 23345
  1410: 2102000012 47390
  1411: 1021000122 24803
  1412: 1022000122 25532
  1413: 2110000012 48119
  1414: 1101000122 26990
  1415: 1102000122 27719
  1416: 1110000122 28448
  1417: 1110001221 28483
  1418: 1120001221 30670
  1419: 1120000122 30635
  1420: 1210001221 35044
  1421: 1220001221 37231
  1422: 2120000012 50306
  1423: 1201000122 33551
  1424: 1202000122 34280
  1425: 1210000122 35009
  1426: 2110001221 48166
  1427: 2120001221 50353
  1428: 1220000122 37196
  1429: 2210001221 54727
  1430: 2220001221 56914
  1431: 2220000001 56863
  1432: 2200100012 52736
  1433: 2200200012 52979
  1434: 2201000012 53222
  1435: 2011000122 42299
  1436: 2012000122 43028
  1437: 2202000012 53951
  1438: 2021000122 44486
  1439: 2022000122 45215
  1440: 2210000012 54680
  1441: 2101000122 46673
  1442: 2102000122 47402
  1443: 2110000122 48131
  1444: 1110001222 28484
  1445: 1120001222 30671
  1446: 2120000122 50318
  1447: 1210001222 35045
  1448: 1220001222 37232
  1449: 2220000012 56867
  1450: 2201000122 53234
  1451: 2202000122 53963
  1452: 2210000122 54692
  1453: 2110001222 48167
  1454: 2120001222 50354
  1455: 2220000122 56879
  1456: 2210001222 54728
  1457: 2220001222 56915
  1458: 0020000000 4374
  1459: 0200000100 13131
  1460: 0200000200 13140
  1461: 0200001000 13149
  1462: 2000011000 39474
  1463: 2000012000 39501
  1464: 0200002000 13176
  1465: 2000021000 39555
  1466: 2000022000 39582
  1467: 0200010000 13203
  1468: 2000101000 39636
  1469: 2000102000 39663
  1470: 2000110000 39690
  1471: 0001110002 1055
  1472: 0001120002 1136
  1473: 2000120000 39771
  1474: 0001210002 1298
  1475: 0001220002 1379
  1476: 0200020000 13284
  1477: 2000201000 39879
  1478: 2000202000 39906
  1479: 2000210000 39933
  1480: 0002110002 1784
  1481: 0002120002 1865
  1482: 2000220000 40014
  1483: 0002210002 2027
  1484: 0002220002 2108
  1485: 0200100000 13365
  1486: 2001001000 40122
  1487: 2001002000 40149
  1488: 2001010000 40176
  1489: 0010110002 2513
  1490: 0010120002 2594
  1491: 2001020000 40257
  1492: 0010210002 2756
  1493: 0010220002 2837
  1494: 2001100000 40338
  1495: 0011010002 2999
  1496: 0011020002 3080
  1497: 0011100002 3161
  1498: 0111100020 9726
  1499: 0111200020 9969
  1500: 0011200002 3404
  1501: 0112100020 10455
  1502: 0112200020 10698
  1503: 2001200000 40581
  1504: 0012010002 3728
  1505: 0012020002 3809
  1506: 0012100002 3890
  1507: 0121100020 11913
  1508: 0121200020 12156
  1509: 0012200002 4133
  1510: 0122100020 12642
  1511: 0122200020 12885
  1512: 0200200000 13608
  1513: 2002001000 40851
  1514: 2002002000 40878
  1515: 2002010000 40905
  1516: 0020110002 4700
  1517: 0020120002 4781
  1518: 2002020000 40986
  1519: 0020210002 4943
  1520: 0020220002 5024
  1521: 2002100000 41067
  1522: 0021010002 5186
  1523: 0021020002 5267
  1524: 0021100002 5348
  1525: 0211100020 16287
  1526: 0211200020 16530
  1527: 0021200002 5591
  1528: 0212100020 17016
  1529: 0212200020 17259
  1530: 2002200000 41310
  1531: 0022010002 5915
  1532: 0022020002 5996
  1533: 0022100002 6077
  1534: 0221100020 18474
  1535: 0221200020 18717
  1536: 0022200002 6320
  1537: 0222100020 19203
  1538: 0222200020 19446
  1539: 0201000000 13851
  1540: 2010001000 41580
  1541: 2010002000 41607
  1542: 2010010000 41634
  1543: 0100110002 6887
  1544: 0100120002 6968
  1545: 2010020000 41715
  1546: 0100210002 7130
  1547: 0100220002 7211
  1548: 2010100000 41796
  1549: 0101010002 7373
  1550: 0101020002 7454
  1551: 0101100002 7535
  1552: 1011100020 22848
  1553: 1011200020 23091
  1554: 0101200002 7778
  1555: 1012100020 23577
  1556: 1012200020 23820
  1557: 2010200000 42039
  1558: 0102010002 8102
  1559: 0102020002 8183
  1560: 0102100002 8264
  1561: 1021100020 25035
  1562: 1021200020 25278
  1563: 0102200002 8507
  1564: 1022100020 25764
  1565: 1022200020 26007
  1566: 2011000000 42282
  1567: 0110010002 8831
  1568: 0110020002 8912
  1569: 0110100002 8993
  1570: 1101100020 27222
  1571: 1101200020 27465
  1572: 0110200002 9236
  1573: 1102100020 27951
  1574: 1102200020 28194
  1575: 0111000002 9479
  1576: 1110100020 28680
  1577: 1110200020 28923
  1578: 1111000020 29166
  1579: 1111000201 29179
  1580: 1112000201 29908
  1581: 1112000020 29895
  1582: 1121000201 31366
  1583: 1122000201 32095
  1584: 0112000002 10208
  1585: 1120100020 30867
  1586: 1120200020 31110
  1587: 1121000020 31353
  1588: 1211000201 35740
  1589: 1212000201 36469
  1590: 1122000020 32082
  1591: 1221000201 37927
  1592: 1222000201 38656
  1593: 2012000000 43011
  1594: 0120010002 11018
  1595: 0120020002 11099
  1596: 0120100002 11180
  1597: 1201100020 33783
  1598: 1201200020 34026
  1599: 0120200002 11423
  1600: 1202100020 34512
  1601: 1202200020 34755
  1602: 0121000002 11666
  1603: 1210100020 35241
  1604: 1210200020 35484
  1605: 1211000020 35727
  1606: 2111000201 48862
  1607: 2112000201 49591
  1608: 1212000020 36456
  1609: 2121000201 51049
  1610: 2122000201 51778
  1611: 0122000002 12395
  1612: 1220100020 37428
  1613: 1220200020 37671
  1614: 1221000020 37914
  1615: 2211000201 55423
  1616: 2212000201 56152
  1617: 1222000020 38643
  1618: 2221000201 57610
  1619: 2222000201 58339
  1620: 0202000000 14580
  1621: 2020001000 43767
  1622: 2020002000 43794
  1623: 2020010000 43821
  1624: 0200110002 13448
  1625: 0200120002 13529
  1626: 2020020000 43902
  1627: 0200210002 13691
  1628: 0200220002 13772
  1629: 2020100000 43983
  1630: 0201010002 13934
  1631: 0201020002 14015
  1632: 0201100002 14096
  1633: 2011100020 42531
  1634: 2011200020 42774
  1635: 0201200002 14339
  1636: 2012100020 43260
  1637: 2012200020 43503
  1638: 2020200000 44226
  1639: 0202010002 14663
  1640: 0202020002 14744
  1641: 0202100002 14825
  1642: 2021100020 44718
  1643: 2021200020 44961
  1644: 0202200002 15068
  1645: 2022100020 45447
  1646: 2022200020 45690
  1647: 2021000000 44469
  1648: 0210010002 15392
  1649: 0210020002 15473
  1650: 0210100002 15554
  1651: 2101100020 46905
  1652: 2101200020 47148
  1653: 0210200002 15797
  1654: 2102100020 47634
  1655: 2102200020 47877
  1656: 0211000002 16040
  1657: 2110100020 48363
  1658: 2110200020 48606
  1659: 2111000020 48849
  1660: 1111000202 29180
  1661: 1112000202 29909
  1662: 2112000020 49578
  1663: 1121000202 31367
  1664: 1122000202 32096
  1665: 0212000002 16769
  1666: 2120100020 50550
  1667: 2120200020 50793
  1668: 2121000020 51036
  1669: 1211000202 35741
  1670: 1212000202 36470
  1671: 2122000020 51765
  1672: 1221000202 37928
  1673: 1222000202 38657
  1674: 2022000000 45198
  1675: 0220010002 17579
  1676: 0220020002 17660
  1677: 0220100002 17741
  1678: 2201100020 53466
  1679: 2201200020 53709
  1680: 0220200002 17984
  1681: 2202100020 54195
  1682: 2202200020 54438
  1683: 0221000002 18227
  1684: 2210100020 54924
  1685: 2210200020 55167
  1686: 2211000020 55410
  1687: 2111000202 48863
  1688: 2112000202 49592
  1689: 2212000020 56139
  1690: 2121000202 51050
  1691: 2122000202 51779
  1692: 0222000002 18956
  1693: 2220100020 57111
  1694: 2220200020 57354
  1695: 2221000020 57597
  1696: 2211000202 55424
  1697: 2212000202 56153
  1698: 2222000020 58326
  1699: 2221000202 57611
  1700: 2222000202 58340
  1701: 0210000000 15309
  1702: 2100001000 45954
  1703: 2100002000 45981
  1704: 2100010000 46008
  1705: 1000110002 20009
  1706: 1000120002 20090
  1707: 2100020000 46089
  1708: 1000210002 20252
  1709: 1000220002 20333
  1710: 2100100000 46170
  1711: 1001010002 20495
  1712: 1001020002 20576
  1713: 1001100002 20657
  1714: 0011100021 3166
  1715: 0011200021 3409
  1716: 1001200002 20900
  1717: 0012100021 3895
  1718: 0012200021 4138
  1719: 2100200000 46413
  1720: 1002010002 21224
  1721: 1002020002 21305
  1722: 1002100002 21386
  1723: 0021100021 5353
  1724: 0021200021 5596
  1725: 1002200002 21629
  1726: 0022100021 6082
  1727: 0022200021 6325
  1728: 2101000000 46656
  1729: 1010010002 21953
  1730: 1010020002 22034
  1731: 1010100002 22115
  1732: 0101100021 7540
  1733: 0101200021 7783
  1734: 1010200002 22358
  1735: 0102100021 8269
  1736: 0102200021 8512
  1737: 1011000002 22601
  1738: 0110100021 8998
  1739: 0110200021 9241
  1740: 0111000021 9484
  1741: 1111000210 29181
  1742: 1112000210 29910
  1743: 0112000021 10213
  1744: 1121000210 31368
  1745: 1122000210 32097
  1746: 1012000002 23330
  1747: 0120100021 11185
